,material_id,elasticity.K_VRH
5149,mp-20983,154
5150,mp-21040,158
5151,mp-21065,84
5152,mp-21175,187
5153,mp-2121,84
5154,mp-21236,80
5155,mp-21273,20
5156,mp-21306,181
5157,mp-21340,177
5158,mp-2180,84
5159,mp-2212,121
5160,mp-2221,101
5161,mp-22300,168
5162,mp-22307,141
5163,mp-22483,28
5164,mp-22631,245
5165,mp-22662,163
5166,mp-22731,133
5167,mp-22736,64
5168,mp-22784,150
5169,mp-22811,53
5170,mp-229,211
5171,mp-22903,10
5172,mp-22961,32
5173,mp-23004,13
5174,mp-2302,231
5175,mp-23052,19
5176,mp-23067,12
5177,mp-23084,44
5178,mp-23227,29
5179,mp-23260,15
5180,mp-23289,30
5181,mp-2330,69
5182,mp-23425,8
5183,mp-2361,111
5184,mp-2403,172
5185,mp-24154,178
5186,mp-24237,97
5187,mp-248,244
5188,mp-24834,22
5189,mp-25053,170
5190,mp-2517,37
5191,mp-2605,105
5192,mp-2612,39
5193,mp-2652,138
5194,mp-2670,165
5195,mp-2706,36
5196,mp-27175,119
5197,mp-27243,10
5198,mp-2731,100
5199,mp-2739,5
5200,mp-27888,196
5201,mp-27891,44
5202,mp-27930,33
5203,mp-28553,36
5204,mp-28592,38
5205,mp-28627,17
5206,mp-28793,91
5207,mp-29066,144
5208,mp-29091,76
5209,mp-29149,36
5210,mp-29154,166
5211,mp-29241,43
5212,mp-29259,52
5213,mp-29456,27
5214,mp-29596,93
5215,mp-2968,34
5216,mp-29754,54
5217,mp-30062,8
5218,mp-30151,29
5219,mp-30245,48
5220,mp-30381,43
5221,mp-30428,18
5222,mp-30451,40
5223,mp-30459,89
5224,mp-30593,143
5225,mp-30685,97
5226,mp-30765,220
5227,mp-30780,36
5228,mp-30851,202
5229,mp-30875,115
5230,mp-31080,88
5231,mp-317,139
5232,mp-3210,101
5233,mp-32811,39
5234,mp-33,308
5235,mp-3349,140
5236,mp-3359,96
5237,mp-33618,53
5238,mp-344,179
5239,mp-34467,45
5240,mp-345,175
5241,mp-34688,182
5242,mp-352,205
5243,mp-35777,23
5244,mp-35841,61
5245,mp-3602,92
5246,mp-36066,54
5247,mp-362,127
5248,mp-364,196
5249,mp-3682,57
5250,mp-3792,190
5251,mp-3834,149
5252,mp-38394,21
5253,mp-3862,57
5254,mp-39105,276
5255,mp-3933,150
5256,mp-4187,118
5257,mp-423,152
5258,mp-4441,78
5259,mp-45,17
5260,mp-4628,85
5261,mp-470,206
5262,mp-4813,181
5263,mp-4822,132
5264,mp-4909,101
5265,mp-4950,34
5266,mp-50,194
5267,mp-504580,138
5268,mp-510219,118
5269,mp-510624,131
5270,mp-5137,113
5271,mp-5166,87
5272,mp-5213,57
5273,mp-5380,57
5274,mp-54,212
5275,mp-542106,127
5276,mp-5427,116
5277,mp-546011,75
5278,mp-550008,124
5279,mp-553991,151
5280,mp-554201,92
5281,mp-555056,6
5282,mp-555678,131
5283,mp-556320,80
5284,mp-556487,81
5285,mp-558432,28
5286,mp-559798,128
5287,mp-560663,50
5288,mp-560959,14
5289,mp-561830,17
5290,mp-562102,16
5291,mp-567653,163
5292,mp-567744,17
5293,mp-567856,139
5294,mp-568113,80
5295,mp-568746,55
5296,mp-568866,16
5297,mp-568880,102
5298,mp-568912,133
5299,mp-5693,60
5300,mp-569450,197
5301,mp-569639,20
5302,mp-569794,195
5303,mp-569875,194
5304,mp-570074,190
5305,mp-570466,16
5306,mp-570771,38
5307,mp-571030,133
5308,mp-571520,80
5309,mp-573697,12
5310,mp-5777,97
5311,mp-578601,146
5312,mp-5798,165
5313,mp-581707,121
5314,mp-582034,213
5315,mp-601848,192
5316,mp-605663,162
5317,mp-615,41
5318,mp-624668,26
5319,mp-626785,25
5320,mp-631269,133
5321,mp-631371,129
5322,mp-634676,14
5323,mp-641526,184
5324,mp-643409,104
5325,mp-669546,150
5326,mp-67,52
5327,mp-676586,43
5328,mp-680677,127
5329,mp-6812,54
5330,mp-684591,139
5331,mp-6939,167
5332,mp-697111,16
5333,mp-697133,3
5334,mp-697179,114
5335,mp-706,39
5336,mp-7140,212
5337,mp-7361,74
5338,mp-7363,55
5339,mp-7427,51
5340,mp-7433,41
5341,mp-7486,60
5342,mp-7493,35
5343,mp-752415,136
5344,mp-753671,54
5345,mp-753708,135
5346,mp-753946,74
5347,mp-754223,135
5348,mp-754238,98
5349,mp-754364,145
5350,mp-755,99
5351,mp-755013,93
5352,mp-755298,73
5353,mp-755544,104
5354,mp-755570,69
5355,mp-7569,40
5356,mp-7598,124
5357,mp-760376,55
5358,mp-760381,77
5359,mp-760408,97
5360,mp-762225,48
5361,mp-767525,31
5362,mp-770881,148
5363,mp-7754,168
5364,mp-775831,42
5365,mp-775906,139
5366,mp-776456,213
5367,mp-7859,119
5368,mp-7868,46
5369,mp-7877,81
5370,mp-788,110
5371,mp-7882,47
5372,mp-7889,127
5373,mp-7938,73
5374,mp-8176,115
5375,mp-8307,133
5376,mp-8308,103
5377,mp-833,94
5378,mp-8352,134
5379,mp-850062,114
5380,mp-861667,163
5381,mp-861905,79
5382,mp-861983,180
5383,mp-862287,199
5384,mp-862335,163
5385,mp-862361,141
5386,mp-8624,23
5387,mp-862602,148
5388,mp-862657,116
5389,mp-862747,47
5390,mp-863720,135
5391,mp-8638,376
5392,mp-864745,41
5393,mp-864839,159
5394,mp-864883,112
5395,mp-864897,165
5396,mp-864908,199
5397,mp-864930,193
5398,mp-864968,209
5399,mp-864972,88
5400,mp-865010,196
5401,mp-865092,124
5402,mp-865187,155
5403,mp-865560,63
5404,mp-865562,182
5405,mp-865583,41
5406,mp-865681,243
5407,mp-865733,288
5408,mp-865807,210
5409,mp-865874,53
5410,mp-865898,190
5411,mp-865916,255
5412,mp-865948,215
5413,mp-866082,90
5414,mp-866166,102
5415,mp-866229,3
5416,mp-8670,86
5417,mp-867107,286
5418,mp-867146,195
5419,mp-867216,236
5420,mp-867249,222
5421,mp-867259,78
5422,mp-867904,219
5423,mp-867915,149
5424,mp-867920,15
5425,mp-867928,161
5426,mp-871,211
5427,mp-872,28
5428,mp-8732,40
5429,mp-8780,285
5430,mp-8800,39
5431,mp-8883,60
5432,mp-8932,21
5433,mp-8963,20
5434,mp-9068,28
5435,mp-9075,85
5436,mp-9212,81
5437,mp-922,221
5438,mp-961653,253
5439,mp-961673,153
5440,mp-961713,130
5441,mp-9636,15
5442,mp-971744,178
5443,mp-972036,291
5444,mp-972088,94
5445,mp-972209,250
5446,mp-972275,179
5447,mp-972442,184
5448,mp-972879,99
5449,mp-973053,95
5450,mp-973933,228
5451,mp-9743,63
5452,mp-974337,116
5453,mp-974458,269
5454,mp-974866,25
5455,mp-975065,364
5456,mp-975190,104
5457,mp-976229,65
5458,mp-976838,173
5459,mp-976872,103
5460,mp-976971,93
5461,mp-977011,10
5462,mp-977062,9
5463,mp-977176,288
5464,mp-977356,213
5465,mp-977427,193
5466,mp-977438,80
5467,mp-978279,46
5468,mp-979931,179
5469,mp-980193,137
5470,mp-980947,30
5471,mp-981214,31
5472,mp-981215,87
5473,mp-981933,35
5474,mp-9839,51
5475,mp-984352,200
5476,mp-984714,40
5477,mp-984728,273
5478,mp-985287,122
5479,mp-986716,51
5480,mp-989528,61
5481,mp-989533,129
5482,mp-9902,123
5483,mp-9916,212
5484,mp-995122,19
5485,mp-9956,189
5486,mp-9961,112
5487,mp-996992,74
5488,mp-997055,71
5489,mp-997161,148
5490,mp-997181,134
5491,mp-998147,39
5492,mp-998973,155
5493,mp-999086,234
5494,mp-999192,189
5495,mp-999266,330
5496,mvc-10882,125
5497,mvc-11438,37
5498,mvc-13900,120
5499,mvc-15448,175
5500,mp-1001012,64
5501,mp-1002109,207
5502,mp-1002183,344
5503,mp-1002187,324
5504,mp-1003313,118
5505,mp-10063,36
5506,mp-1008275,124
5507,mp-1008559,170
5508,mp-1008677,250
5509,mp-1008733,49
5510,mp-1008776,46
5511,mp-1008786,54
5512,mp-1008901,60
5513,mp-1009133,195
5514,mp-1009221,22
5515,mp-1009755,24
5516,mp-1009792,223
5517,mp-1009834,155
5518,mp-1013524,74
5519,mp-1013548,56
5520,mp-1013549,36
5521,mp-10139,83
5522,mp-10144,295
5523,mp-1016200,52
5524,mp-1016852,111
5525,mp-1017531,238
5526,mp-1017546,234
5527,mp-1017554,182
5528,mp-1017566,19
5529,mp-1017632,103
5530,mp-1018135,38
5531,mp-1018161,85
5532,mp-10184,89
5533,mp-1019280,103
5534,mp-1019317,283
5535,mp-10219,124
5536,mp-1022726,35
5537,mp-1024071,186
5538,mp-1025212,160
5539,mp-1025306,209
5540,mp-1025331,21
5541,mp-1025349,137
5542,mp-1025351,38
5543,mp-1025386,183
5544,mp-1025456,57
5545,mp-1025500,67
5546,mp-10264,36
5547,mp-1029347,64
5548,mp-1029403,129
5549,mp-1029550,94
5550,mp-1029574,40
5551,mp-1029730,88
5552,mp-1042,153
5553,mp-10446,73
5554,mp-10584,86
5555,mp-10598,77
5556,mp-10616,34
5557,mp-10698,70
5558,mp-10712,215
5559,mp-10744,161
5560,mp-1076,137
5561,mp-1077353,141
5562,mp-10919,37
5563,mp-10955,14
5564,mp-10991,89
5565,mp-11,40
5566,mp-11190,175
5567,mp-11193,106
5568,mp-11250,58
5569,mp-11269,55
5570,mp-11276,207
5571,mp-113,300
5572,mp-11334,299
5573,mp-11345,134
5574,mp-11400,130
5575,mp-11413,74
5576,mp-11517,271
5577,mp-11572,255
5578,mp-117,38
5579,mp-11700,45
5580,mp-1172,115
5581,mp-11736,222
5582,mp-11738,27
5583,mp-11873,136
5584,mp-12177,46
5585,mp-12317,57
5586,mp-1247,118
5587,mp-1260,108
5588,mp-12648,127
5589,mp-1265,151
5590,mp-12737,202
5591,mp-1274,160
5592,mp-1285,204
5593,mp-12863,42
5594,mp-12908,62
5595,mp-13010,58
5596,mp-13032,55
5597,mp-13149,49
5598,mp-13311,47
5599,mp-1332,241
5600,mp-1342,68
5601,mp-135,14
5602,mp-13907,15
5603,mp-1401,102
5604,mp-14024,132
5605,mp-14099,81
5606,mp-1412,120
5607,mp-1418,203
5608,mp-14983,120
5609,mp-1502,129
5610,mp-1552,294
5611,mp-1555,178
5612,mp-15669,60
5613,mp-15724,20
5614,mp-1575,53
5615,mp-15778,86
5616,mp-15895,79
5617,mp-1591,160
5618,mp-15954,139
5619,mp-15960,81
5620,mp-15999,38
5621,mp-16253,31
5622,mp-16254,57
5623,mp-16259,88
5624,mp-16363,131
5625,mp-16365,30
5626,mp-1658,109
5627,mp-1664,197
5628,mp-1684,114
5629,mp-1714,181
5630,mp-17287,18
5631,mp-1730,31
5632,mp-17862,65
5633,mp-18782,127
5634,mp-1885,229
5635,mp-1890,311
5636,mp-18922,136
5637,mp-19052,34
5638,mp-19124,142
5639,mp-19226,84
5640,mp-1925,131
5641,mp-19328,191
5642,mp-19365,69
5643,mp-19713,63
5644,mp-19726,79
5645,mp-1989,215
5646,mp-20203,128
5647,mp-20459,63
5648,mp-20465,107
5649,mp-20485,10
5650,mp-20492,148
5651,mp-20545,74
5652,mp-20698,54
5653,mp-20730,164
5654,mp-20820,31
5655,mp-20940,148
5656,mp-21024,49
5657,mp-2103,143
5658,mp-21048,173
5659,mp-21090,131
5660,mp-21185,50
5661,mp-21328,102
5662,mp-21342,163
5663,mp-21391,64
5664,mp-21503,54
5665,mp-2179,232
5666,mp-21845,174
5667,mp-21875,85
5668,mp-2189,58
5669,mp-22154,52
5670,mp-22262,258
5671,mp-22302,177
5672,mp-22464,19
5673,mp-22469,149
5674,mp-22498,62
5675,mp-22585,192
5676,mp-22598,145
5677,mp-22637,179
5678,mp-2273,65
5679,mp-22752,80
5680,mp-2284,32
5681,mp-22901,50
5682,mp-22919,32
5683,mp-23024,39
5684,mp-23080,191
5685,mp-23231,40
5686,mp-23302,31
5687,mp-23471,15
5688,mp-23558,100
5689,mp-2399,65
5690,mp-24292,17
5691,mp-2452,40
5692,mp-24719,199
5693,mp-24728,175
5694,mp-2500,113
5695,mp-2554,120
5696,mp-2567,196
5697,mp-2578,49
5698,mp-2606,99
5699,mp-2639,5
5700,mp-2659,35
5701,mp-2678,243
5702,mp-2698,80
5703,mp-27207,22
5704,mp-27425,40
5705,mp-2752,184
5706,mp-2758,41
5707,mp-27608,183
5708,mp-2767,115
5709,mp-27710,277
5710,mp-2775,53
5711,mp-27848,24
5712,mp-2786,27
5713,mp-28024,126
5714,mp-28049,15
5715,mp-28163,24
5716,mp-28230,13
5717,mp-28364,36
5718,mp-28567,72
5719,mp-28630,47
5720,mp-28698,14
5721,mp-28810,14
5722,mp-28884,44
5723,mp-29076,224
5724,mp-292,194
5725,mp-29400,14
5726,mp-2960,147
5727,mp-29733,66
5728,mp-30004,18
5729,mp-30349,94
5730,mp-30364,76
5731,mp-30366,26
5732,mp-30383,134
5733,mp-30591,52
5734,mp-306,33
5735,mp-30648,42
5736,mp-30650,45
5737,mp-30737,58
5738,mp-30798,141
5739,mp-30882,106
5740,mp-30981,28
5741,mp-3164,52
5742,mp-3208,58
5743,mp-328,122
5744,mp-33588,67
5745,mp-3427,93
5746,mp-3470,96
5747,mp-3521,26
5748,mp-363,142
5749,mp-3736,128
5750,mp-37501,47
5751,mp-3762,39
5752,mp-3791,136
5753,mp-3804,79
5754,mp-3807,63
5755,mp-381,248
5756,mp-3821,26
5757,mp-3829,47
5758,mp-4120,63
5759,mp-4238,159
5760,mp-4253,291
5761,mp-4370,81
5762,mp-4428,75
5763,mp-4533,62
5764,mp-4656,123
5765,mp-486,102
5766,mp-5019,205
5767,mp-5063,113
5768,mp-507,203
5769,mp-5075,180
5770,mp-5078,61
5771,mp-510281,143
5772,mp-510311,30
5773,mp-510437,89
5774,mp-510441,121
5775,mp-5122,28
5776,mp-5190,52
5777,mp-530274,186
5778,mp-5350,44
5779,mp-540809,216
5780,mp-5443,160
5781,mp-545482,18
5782,mp-546546,83
5783,mp-546898,25
5784,mp-5473,50
5785,mp-548,228
5786,mp-5495,84
5787,mp-554089,20
5788,mp-556125,46
5789,mp-557668,25
5790,mp-558046,58
5791,mp-558125,102
5792,mp-558798,69
5793,mp-558838,41
5794,mp-559492,45
5795,mp-560023,31
5796,mp-560203,55
5797,mp-560562,24
5798,mp-561075,20
5799,mp-561442,171
5800,mp-567313,22
5801,mp-567412,62
5802,mp-567618,205
5803,mp-567629,18
5804,mp-567655,45
5805,mp-567771,152
5806,mp-567929,147
5807,mp-567996,191
5808,mp-568466,56
5809,mp-568673,151
5810,mp-568827,144
5811,mp-569270,278
5812,mp-569423,49
5813,mp-569567,435
5814,mp-569568,225
5815,mp-569600,47
5816,mp-569708,234
5817,mp-570491,222
5818,mp-570553,141
5819,mp-570558,10
5820,mp-570769,87
5821,mp-570837,34
5822,mp-571039,62
5823,mp-571059,55
5824,mp-571126,228
5825,mp-571438,130
5826,mp-572283,90
5827,mp-574025,127
5828,mp-5794,169
5829,mp-603930,104
5830,mp-604516,89
5831,mp-6074,30
5832,mp-610706,15
5833,mp-618309,121
5834,mp-625094,57
5835,mp-626620,21
5836,mp-631555,205
5837,mp-635,184
5838,mp-645159,162
5839,mp-6493,101
5840,mp-676416,306
5841,mp-676861,198
5842,mp-680932,160
5843,mp-6912,52
5844,mp-6915,142
5845,mp-695998,17
5846,mp-6961,70
5847,mp-7000,29
5848,mp-7038,21
5849,mp-7080,79
5850,mp-7130,234
5851,mp-717,196
5852,mp-7219,35
5853,mp-723,291
5854,mp-7288,140
5855,mp-733,38
5856,mp-7426,55
5857,mp-753722,42
5858,mp-754262,104
5859,mp-754311,18
5860,mp-754333,228
5861,mp-754495,139
5862,mp-754588,123
5863,mp-754727,67
5864,mp-754826,63
5865,mp-755287,103
5866,mp-755302,162
5867,mp-755328,87
5868,mp-755378,90
5869,mp-755920,191
5870,mp-7565,147
5871,mp-758104,142
5872,mp-758302,62
5873,mp-7586,195
5874,mp-758933,205
5875,mp-7604,109
5876,mp-760492,55
5877,mp-761036,54
5878,mp-761390,199
5879,mp-7622,20
5880,mp-763,148
5881,mp-7631,213
5882,mp-768479,152
5883,mp-772099,124
5884,mp-774092,52
5885,mp-775331,134
5886,mp-776083,26
5887,mp-776165,126
5888,mp-776532,217
5889,mp-776896,56
5890,mp-780880,32
5891,mp-7891,54
5892,mp-7897,17
5893,mp-7907,38
5894,mp-7917,112
5895,mp-8090,67
5896,mp-8110,205
5897,mp-8249,12
5898,mp-8253,65
5899,mp-8282,204
5900,mp-829,156
5901,mp-8415,52
5902,mp-8543,23
5903,mp-861616,99
5904,mp-861937,31
5905,mp-862374,113
5906,mp-862548,76
5907,mp-862589,324
5908,mp-862703,93
5909,mp-862778,236
5910,mp-8640,101
5911,mp-864631,175
5912,mp-864715,160
5913,mp-864784,156
5914,mp-864857,185
5915,mp-864907,119
5916,mp-864944,168
5917,mp-864969,107
5918,mp-864997,138
5919,mp-865051,22
5920,mp-865091,177
5921,mp-865179,196
5922,mp-865186,186
5923,mp-865425,152
5924,mp-865471,229
5925,mp-865495,237
5926,mp-865656,243
5927,mp-865713,32
5928,mp-865731,52
5929,mp-865863,50
5930,mp-865872,124
5931,mp-865877,209
5932,mp-866104,48
5933,mp-866154,241
5934,mp-866219,202
5935,mp-867148,152
5936,mp-867275,280
5937,mp-867744,194
5938,mp-867761,132
5939,mp-867799,43
5940,mp-867802,126
5941,mp-867924,90
5942,mp-873,178
5943,mp-8830,116
5944,mp-8895,144
5945,mp-8938,207
5946,mp-8978,96
5947,mp-8994,23
5948,mp-8995,20
5949,mp-9029,87
5950,mp-903,181
5951,mp-9069,19
5952,mp-9262,15
5953,mp-9270,143
5954,mp-9385,5
5955,mp-950995,27
5956,mp-961680,142
5957,mp-961686,93
5958,mp-971682,140
5959,mp-972327,144
5960,mp-972337,191
5961,mp-972941,32
5962,mp-973143,87
5963,mp-973374,28
5964,mp-973884,166
5965,mp-974799,15
5966,mp-9761,183
5967,mp-976765,25
5968,mp-976784,147
5969,mp-977165,14
5970,mp-977353,290
5971,mp-977545,198
5972,mp-977547,147
5973,mp-978009,193
5974,mp-978265,69
5975,mp-978851,117
5976,mp-978856,51
5977,mp-984729,77
5978,mp-985295,85
5979,mp-985584,22
5980,mp-989399,41
5981,mp-989566,41
5982,mp-989609,144
5983,mp-989642,88
5984,mp-9942,61
5985,mp-996161,203
5986,mp-996964,140
5987,mp-996981,98
5988,mp-996987,80
5989,mp-997009,72
5990,mp-997037,119
5991,mp-997042,17
5992,mp-998552,159
5993,mp-998893,150
5994,mp-998965,239
5995,mp-998971,177
5996,mp-998974,147
5997,mp-999257,115
5998,mp-999495,29
5999,mvc-15605,135
6000,mp-10003,191
6001,mp-10025,257
6002,mp-10027,84
6003,mp-10049,163
6004,mp-1006882,81
6005,mp-1007637,18
6006,mp-1007852,183
6007,mp-1008282,38
6008,mp-1008349,205
6009,mp-1008487,341
6010,mp-1008488,86
6011,mp-1008526,292
6012,mp-1008528,151
6013,mp-1008556,184
6014,mp-1008805,326
6015,mp-1008826,390
6016,mp-1009078,305
6017,mp-1009538,178
6018,mp-1009695,121
6019,mp-10118,234
6020,mp-1013582,20
6021,mp-1013714,19
6022,mp-1013733,26
6023,mp-10149,50
6024,mp-1016850,131
6025,mp-1016877,182
6026,mp-1016880,158
6027,mp-1017446,126
6028,mp-1017467,47
6029,mp-1017534,51
6030,mp-1018013,159
6031,mp-1018072,62
6032,mp-1018089,32
6033,mp-1018100,49
6034,mp-1018132,37
6035,mp-1018154,99
6036,mp-10183,81
6037,mp-1018709,88
6038,mp-1018717,92
6039,mp-10204,58
6040,mp-1021672,75
6041,mp-1023127,93
6042,mp-10240,152
6043,mp-1025185,12
6044,mp-1025193,87
6045,mp-1025248,119
6046,mp-1025441,194
6047,mp-10281,69
6048,mp-1029312,55
6049,mp-1029368,128
6050,mp-1029595,41
6051,mp-1029699,18
6052,mp-1029719,56
6053,mp-10366,228
6054,mp-10373,225
6055,mp-1039055,40
6056,mp-10469,215
6057,mp-10687,37
6058,mp-10755,114
6059,mp-10850,81
6060,mp-10873,114
6061,mp-10876,65
6062,mp-10924,203
6063,mp-1097,266
6064,mp-10985,43
6065,mp-11023,134
6066,mp-11236,76
6067,mp-11329,189
6068,mp-1138,70
6069,mp-11411,76
6070,mp-11457,179
6071,mp-11520,94
6072,mp-11583,159
6073,mp-11621,102
6074,mp-1169,81
6075,mp-11771,65
6076,mp-11808,152
6077,mp-11869,122
6078,mp-11919,83
6079,mp-11957,77
6080,mp-12087,97
6081,mp-1235,228
6082,mp-12359,52
6083,mp-124,88
6084,mp-12480,149
6085,mp-12571,148
6086,mp-12605,233
6087,mp-12752,108
6088,mp-12761,137
6089,mp-12778,284
6090,mp-1299,203
6091,mp-13079,158
6092,mp-13117,206
6093,mp-133,56
6094,mp-1330,255
6095,mp-1345,49
6096,mp-13456,70
6097,mp-13503,81
6098,mp-136,294
6099,mp-13682,22
6100,mp-1378,42
6101,mp-13801,168
6102,mp-1431,210
6103,mp-1462,58
6104,mp-1479,161
6105,mp-14793,99
6106,mp-14797,25
6107,mp-15226,262
6108,mp-1557,57
6109,mp-15607,125
6110,mp-15649,152
6111,mp-15896,63
6112,mp-15951,20
6113,mp-1598,26
6114,mp-16220,62
6115,mp-1630,104
6116,mp-1648,96
6117,mp-165,89
6118,mp-16524,131
6119,mp-169,117
6120,mp-1777,28
6121,mp-1778,139
6122,mp-1783,56
6123,mp-1791,131
6124,mp-1808,141
6125,mp-1814,50
6126,mp-18778,92
6127,mp-18816,181
6128,mp-18875,136
6129,mp-189,204
6130,mp-190,243
6131,mp-19017,91
6132,mp-1903,51
6133,mp-1907,18
6134,mp-19086,79
6135,mp-19138,85
6136,mp-1914,73
6137,mp-1915,227
6138,mp-19292,143
6139,mp-19330,75
6140,mp-19331,175
6141,mp-1944,149
6142,mp-19734,20
6143,mp-19904,137
6144,mp-20066,5
6145,mp-20097,111
6146,mp-20202,74
6147,mp-20211,204
6148,mp-20249,199
6149,mp-20310,30
6150,mp-20315,127
6151,mp-20335,228
6152,mp-20337,119
6153,mp-20351,59
6154,mp-20563,69
6155,mp-2058,225
6156,mp-20581,25
6157,mp-20586,213
6158,mp-20648,244
6159,mp-20862,106
6160,mp-20928,116
6161,mp-20935,160
6162,mp-2108,139
6163,mp-21211,232
6164,mp-21215,111
6165,mp-21316,259
6166,mp-214,183
6167,mp-21418,108
6168,mp-21467,168
6169,mp-21521,35
6170,mp-22033,111
6171,mp-2211,218
6172,mp-22191,197
6173,mp-22309,99
6174,mp-22493,89
6175,mp-22580,152
6176,mp-22617,91
6177,mp-22619,145
6178,mp-22725,120
6179,mp-22862,23
6180,mp-2291,150
6181,mp-22934,12
6182,mp-23163,27
6183,mp-2318,219
6184,mp-23222,28
6185,mp-2323,142
6186,mp-23752,13
6187,mp-2379,177
6188,mp-23803,174
6189,mp-23807,155
6190,mp-2385,242
6191,mp-2398,64
6192,mp-2469,53
6193,mp-2472,87
6194,mp-25317,70
6195,mp-25542,101
6196,mp-2557,103
6197,mp-25886,60
6198,mp-259,225
6199,mp-260,266
6200,mp-2600,33
6201,mp-2633,236
6202,mp-2685,115
6203,mp-27148,89
6204,mp-27381,10
6205,mp-2741,77
6206,mp-2750,41
6207,mp-27678,16
6208,mp-27793,122
6209,mp-27837,41
6210,mp-27863,29
6211,mp-28056,211
6212,mp-2809,16
6213,mp-28323,45
6214,mp-291,248
6215,mp-29208,35
6216,mp-29374,21
6217,mp-29638,86
6218,mp-29666,14
6219,mp-29750,11
6220,mp-29752,196
6221,mp-29973,39
6222,mp-30019,39
6223,mp-30028,174
6224,mp-30251,124
6225,mp-303,48
6226,mp-30352,67
6227,mp-30437,67
6228,mp-30472,50
6229,mp-30481,166
6230,mp-30533,32
6231,mp-30555,202
6232,mp-30563,138
6233,mp-30599,132
6234,mp-30657,166
6235,mp-30788,217
6236,mp-30867,144
6237,mp-31160,46
6238,mp-31169,97
6239,mp-31205,104
6240,mp-31297,109
6241,mp-31502,53
6242,mp-3241,71
6243,mp-3472,40
6244,mp-36,51
6245,mp-3657,201
6246,mp-3677,173
6247,mp-372,241
6248,mp-38280,171
6249,mp-4056,144
6250,mp-4112,24
6251,mp-4368,84
6252,mp-441,30
6253,mp-4438,143
6254,mp-4549,96
6255,mp-4556,42
6256,mp-4586,26
6257,mp-4608,18
6258,mp-4824,44
6259,mp-4867,114
6260,mp-4899,41
6261,mp-5000,35
6262,mp-501,23
6263,mp-5025,165
6264,mp-504659,149
6265,mp-504908,142
6266,mp-505198,42
6267,mp-5129,145
6268,mp-5175,90
6269,mp-522,135
6270,mp-5221,172
6271,mp-540584,54
6272,mp-5407,178
6273,mp-540783,4
6274,mp-541014,8
6275,mp-541431,71
6276,mp-541487,24
6277,mp-541989,41
6278,mp-542112,209
6279,mp-542429,66
6280,mp-542496,64
6281,mp-542595,172
6282,mp-542812,10
6283,mp-5456,98
6284,mp-545756,72
6285,mp-5492,79
6286,mp-550306,61
6287,mp-550908,156
6288,mp-551873,43
6289,mp-553961,167
6290,mp-554355,40
6291,mp-555599,74
6292,mp-556417,14
6293,mp-556777,76
6294,mp-557533,79
6295,mp-557862,46
6296,mp-558050,17
6297,mp-558781,177
6298,mp-5597,89
6299,mp-559976,39
6300,mp-560037,33
6301,mp-560399,70
6302,mp-560936,36
6303,mp-561419,90
6304,mp-561536,104
6305,mp-561598,63
6306,mp-566131,33
6307,mp-5676,110
6308,mp-567617,213
6309,mp-567832,87
6310,mp-567981,198
6311,mp-568404,31
6312,mp-568671,194
6313,mp-568908,112
6314,mp-569114,29
6315,mp-569250,273
6316,mp-570002,311
6317,mp-570008,43
6318,mp-570293,165
6319,mp-570428,62
6320,mp-570578,72
6321,mp-570923,203
6322,mp-571264,42
6323,mp-571420,100
6324,mp-571499,274
6325,mp-571622,133
6326,mp-573316,23
6327,mp-576,222
6328,mp-5853,159
6329,mp-604884,102
6330,mp-620290,81
6331,mp-622497,185
6332,mp-627439,230
6333,mp-629015,101
6334,mp-631425,162
6335,mp-631479,61
6336,mp-631527,190
6337,mp-632311,202
6338,mp-634431,24
6339,mp-634859,61
6340,mp-639659,172
6341,mp-639910,120
6342,mp-643273,108
6343,mp-643279,16
6344,mp-656887,146
6345,mp-669917,156
6346,mp-672299,86
6347,mp-674478,53
6348,mp-675477,31
6349,mp-685055,30
6350,mp-6997,32
6351,mp-7090,27
6352,mp-715262,120
6353,mp-7191,61
6354,mp-722913,134
6355,mp-725,234
6356,mp-7263,58
6357,mp-743,17
6358,mp-7469,46
6359,mp-752826,166
6360,mp-752947,54
6361,mp-753,48
6362,mp-753081,60
6363,mp-753257,28
6364,mp-753360,47
6365,mp-753712,45
6366,mp-754,97
6367,mp-754213,111
6368,mp-754326,56
6369,mp-754352,50
6370,mp-754375,142
6371,mp-754624,190
6372,mp-754711,145
6373,mp-754752,184
6374,mp-754839,118
6375,mp-755313,174
6376,mp-756063,64
6377,mp-756134,143
6378,mp-756187,28
6379,mp-756235,19
6380,mp-7599,171
6381,mp-759943,197
6382,mp-7603,49
6383,mp-760415,25
6384,mp-761315,152
6385,mp-761341,223
6386,mp-765499,54
6387,mp-768240,79
6388,mp-775909,194
6389,mp-778,216
6390,mp-779545,43
6391,mp-7921,32
6392,mp-7936,83
6393,mp-796,162
6394,mp-7986,94
6395,mp-8046,292
6396,mp-8074,225
6397,mp-8211,14
6398,mp-8224,7
6399,mp-8389,32
6400,mp-846,114
6401,mp-8608,52
6402,mp-8612,15
6403,mp-862339,80
6404,mp-862360,147
6405,mp-862363,126
6406,mp-862364,155
6407,mp-862366,72
6408,mp-862367,124
6409,mp-862446,239
6410,mp-862713,255
6411,mp-862745,13
6412,mp-8643,408
6413,mp-864794,90
6414,mp-864889,100
6415,mp-864909,195
6416,mp-864941,49
